Tipo de Relatório: Medidas Consolidadas;;;;;;;;;;
Tipo de Agente: Conectante | Nome: RIOGALEAO;;;;;;;;;;
Periodo Solicitado de 01/09/2019 até 30/09/2019;;;;;;;;;;
Ponto de Medição;Data de Consolidação;Hora de Consolidação;Tipo de Energia;Ativa Geração (kWh);Ativa Consumo (kWh);Reativa Geração (kVArh);Reativa Consumo (kVArh);Qt Intervalos Faltantes;Situação da Medida;Motivo da Situação
RJAEG-TR1--01;21/09/2019;14;Liquida;0;13393,8;0;1864,8;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;21/09/2019;15;Liquida;0;13347,6;0;1839,6;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;21/09/2019;16;Liquida;0;13087,2;0;1843,8;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;21/09/2019;17;Liquida;0;13309,8;0;1995;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;21/09/2019;18;Liquida;0;13721,4;0;2179,8;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;21/09/2019;19;Liquida;0;14464,8;0;2721,6;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;21/09/2019;20;Liquida;0;14330,4;0;2633,4;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;21/09/2019;21;Liquida;0;14485,8;0;2662,8;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;21/09/2019;22;Liquida;0;14086,8;0;2444,4;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;21/09/2019;23;Liquida;0;13713;0;2289;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;21/09/2019;24;Liquida;0;13385,4;0;2142;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;22/09/2019;1;Liquida;0;13213,2;0;2053,8;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;22/09/2019;2;Liquida;0;13125;0;2037;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;22/09/2019;3;Liquida;0;13108,2;0;2045,4;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;22/09/2019;4;Liquida;0;13158,6;0;2062,2;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;22/09/2019;5;Liquida;0;13167;0;2079;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;22/09/2019;6;Liquida;0;13431,6;0;2192,4;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;22/09/2019;7;Liquida;0;12852;0;1688,4;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;22/09/2019;8;Liquida;0;12873;0;1696,8;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;22/09/2019;9;Liquida;0;13011,6;0;1768,2;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;22/09/2019;10;Liquida;0;13133,4;0;1843,8;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;22/09/2019;11;Liquida;0;13230;0;1944,6;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;22/09/2019;12;Liquida;0;13200,6;0;1881,6;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;22/09/2019;13;Liquida;0;13230;0;1932;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;22/09/2019;14;Liquida;0;13217,4;0;1919,4;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;22/09/2019;15;Liquida;0;13108,2;0;1852,2;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;22/09/2019;16;Liquida;0;13112,4;0;1881,6;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;22/09/2019;17;Liquida;0;13171,2;0;1843,8;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;22/09/2019;18;Liquida;0;13692;0;2129,4;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;22/09/2019;19;Liquida;0;14187,6;0;2541;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;22/09/2019;20;Liquida;0;13830,6;0;2184;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;22/09/2019;21;Liquida;0;13864,2;0;2158,8;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;22/09/2019;22;Liquida;0;13503;0;1978,2;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;22/09/2019;23;Liquida;0;13041;0;1772,4;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;22/09/2019;24;Liquida;0;12553,8;0;1566,6;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;23/09/2019;1;Liquida;0;12247,2;0;1444,8;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;23/09/2019;2;Liquida;0;12293,4;0;1470;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;23/09/2019;3;Liquida;0;11965,8;0;1327,2;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;23/09/2019;4;Liquida;0;11902,8;0;1264,2;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;23/09/2019;5;Liquida;0;11961,6;0;1297,8;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;23/09/2019;6;Liquida;0;12188,4;0;1356,6;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;23/09/2019;7;Liquida;0;11907;0;1234,8;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;23/09/2019;8;Liquida;0;12373,2;0;1461,6;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;23/09/2019;9;Liquida;0;12860,4;0;1608,6;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;23/09/2019;10;Liquida;0;13137,6;0;1759,8;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;23/09/2019;11;Liquida;0;13024,2;0;1713,6;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;23/09/2019;12;Liquida;0;13158,6;0;1755,6;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;23/09/2019;13;Liquida;0;13087,2;0;1659;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;23/09/2019;14;Liquida;0;13200,6;0;1755,6;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;23/09/2019;15;Liquida;0;13108,2;0;1692,6;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;23/09/2019;16;Liquida;0;13095,6;0;1684,2;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;23/09/2019;17;Liquida;0;12957;0;1604,4;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;23/09/2019;18;Liquida;0;13120,8;0;1638;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;23/09/2019;19;Liquida;0;13671;0;2091,6;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;23/09/2019;20;Liquida;0;13456,8;0;1982,4;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;23/09/2019;21;Liquida;0;13372,8;0;1948,8;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;23/09/2019;22;Liquida;0;13078,8;0;1801,8;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;23/09/2019;23;Liquida;0;12818,4;0;1713,6;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;23/09/2019;24;Liquida;0;12306;0;1453,2;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;24/09/2019;1;Liquida;0;12083,4;0;1348,2;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;24/09/2019;2;Liquida;0;11831,4;0;1171,8;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;24/09/2019;3;Liquida;0;11235;0;819;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;24/09/2019;4;Liquida;0;11361;0;882;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;24/09/2019;5;Liquida;0;11424;0;898,8;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;24/09/2019;6;Liquida;0;11697;0;924;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;24/09/2019;7;Liquida;0;11104,8;0;499,8;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;24/09/2019;8;Liquida;0;11529;0;722,4;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;24/09/2019;9;Liquida;0;11982,6;0;928,2;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;24/09/2019;10;Liquida;0;12121,2;0;940,8;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;24/09/2019;11;Liquida;0;12264;0;987;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;24/09/2019;12;Liquida;0;13225,8;0;1633,8;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;24/09/2019;13;Liquida;0;13330,8;0;1709,4;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;24/09/2019;14;Liquida;0;13221,6;0;1646,4;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;24/09/2019;15;Liquida;0;13066,2;0;1600,2;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;24/09/2019;16;Liquida;0;13045,2;0;1587,6;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;24/09/2019;17;Liquida;0;12826,8;0;1549,8;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;24/09/2019;18;Liquida;0;12915;0;1596;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;24/09/2019;19;Liquida;0;13515,6;0;2024,4;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;24/09/2019;20;Liquida;0;13318,2;0;1898,4;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;24/09/2019;21;Liquida;0;13230;0;1877,4;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;24/09/2019;22;Liquida;0;12881,4;0;1684,2;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;24/09/2019;23;Liquida;0;12654,6;0;1638;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;24/09/2019;24;Liquida;0;12217,8;0;1457,4;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;25/09/2019;1;Liquida;0;12070,8;0;1373,4;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;25/09/2019;2;Liquida;0;11940,6;0;1377,6;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;25/09/2019;3;Liquida;0;11902,8;0;1360,8;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;25/09/2019;4;Liquida;0;11915,4;0;1335,6;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;25/09/2019;5;Liquida;0;11991;0;1369,2;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;25/09/2019;6;Liquida;0;12087,6;0;1369,2;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;25/09/2019;7;Liquida;0;11512,2;0;907,2;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;25/09/2019;8;Liquida;0;11243,4;0;567;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;25/09/2019;9;Liquida;0;11524,8;0;701,4;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;25/09/2019;10;Liquida;0;11890,2;0;827,4;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;25/09/2019;11;Liquida;0;12012;0;957,6;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;25/09/2019;12;Liquida;0;12255,6;0;1129,8;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;25/09/2019;13;Liquida;0;12268,2;0;1209,6;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;25/09/2019;14;Liquida;0;12360,6;0;1234,8;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;25/09/2019;15;Liquida;0;12184,2;0;1045,8;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;25/09/2019;16;Liquida;0;12108,6;0;1016,4;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;25/09/2019;17;Liquida;0;11995,2;0;1012,2;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;25/09/2019;18;Liquida;0;12222;0;1171,8;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;25/09/2019;19;Liquida;0;12700,8;0;1423,8;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;25/09/2019;20;Liquida;0;12650,4;0;1407;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;25/09/2019;21;Liquida;0;12621;0;1415,4;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;25/09/2019;22;Liquida;0;12398,4;0;1302;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;25/09/2019;23;Liquida;0;12171,6;0;1234,8;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;25/09/2019;24;Liquida;0;11747,4;0;1012,2;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;26/09/2019;1;Liquida;0;11398,8;0;844,2;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;26/09/2019;2;Liquida;0;11470,2;0;915,6;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;26/09/2019;3;Liquida;0;11323,2;0;882;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;26/09/2019;4;Liquida;0;11386,2;0;936,6;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;26/09/2019;5;Liquida;0;11440,8;0;970,2;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;26/09/2019;6;Liquida;0;11751,6;0;1054,2;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;26/09/2019;7;Liquida;0;11491,2;0;894,6;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;26/09/2019;8;Liquida;0;11655;0;890,4;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;26/09/2019;9;Liquida;0;11923,8;0;1020,6;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;26/09/2019;10;Liquida;0;12108,6;0;1146,6;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;26/09/2019;11;Liquida;0;12352,2;0;1255,8;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;26/09/2019;12;Liquida;0;12486,6;0;1272,6;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;26/09/2019;13;Liquida;0;12398,4;0;1226,4;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;26/09/2019;14;Liquida;0;12432;0;1218;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;26/09/2019;15;Liquida;0;12285;0;1167,6;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;26/09/2019;16;Liquida;0;11898,6;0;1024,8;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;26/09/2019;17;Liquida;0;12192,6;0;1167,6;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;26/09/2019;18;Liquida;0;12684;0;1436,4;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;26/09/2019;19;Liquida;0;13083;0;1642,2;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;26/09/2019;20;Liquida;0;12730,2;0;1386;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;26/09/2019;21;Liquida;0;12650,4;0;1360,8;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;26/09/2019;22;Liquida;0;12457,2;0;1289,4;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;26/09/2019;23;Liquida;0;12180;0;1234,8;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;26/09/2019;24;Liquida;0;11902,8;0;1058,4;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;27/09/2019;1;Liquida;0;11718;0;961,8;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;27/09/2019;2;Liquida;0;11617,2;0;953,4;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;27/09/2019;3;Liquida;0;11713,8;0;1012,2;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;27/09/2019;4;Liquida;0;11688,6;0;1008;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;27/09/2019;5;Liquida;0;11701,2;0;1016,4;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;27/09/2019;6;Liquida;0;11915,4;0;1087,8;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;27/09/2019;7;Liquida;0;11621,4;0;987;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;27/09/2019;8;Liquida;0;11902,8;0;1071;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;27/09/2019;9;Liquida;0;12469,8;0;1369,2;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;27/09/2019;10;Liquida;0;13427,4;0;1953;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;27/09/2019;11;Liquida;0;13763,4;0;2087,4;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;27/09/2019;12;Liquida;0;13603,8;0;1848;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;27/09/2019;13;Liquida;0;13582,8;0;1953;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;27/09/2019;14;Liquida;0;13671;0;2007,6;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;27/09/2019;15;Liquida;0;13809,6;0;2100;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;27/09/2019;16;Liquida;0;13637,4;0;2049,6;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;27/09/2019;17;Liquida;0;13372,8;0;2007,6;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;27/09/2019;18;Liquida;0;13356;0;1911;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;27/09/2019;19;Liquida;0;13771,8;0;2045,4;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;27/09/2019;20;Liquida;0;13662,6;0;2032,8;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;27/09/2019;21;Liquida;0;13658,4;0;2011,8;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;27/09/2019;22;Liquida;0;13360,2;0;1869;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;27/09/2019;23;Liquida;0;12969,6;0;1667,4;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;27/09/2019;24;Liquida;0;12537;0;1482,6;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;28/09/2019;1;Liquida;0;12167,4;0;1255,8;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;28/09/2019;2;Liquida;0;12066,6;0;1234,8;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;28/09/2019;3;Liquida;0;11923,8;0;1192,8;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;28/09/2019;4;Liquida;0;11923,8;0;1205,4;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;28/09/2019;5;Liquida;0;11932,2;0;1251,6;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;28/09/2019;6;Liquida;0;12020,4;0;1276,8;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;28/09/2019;7;Liquida;0;11692,8;0;1108,8;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;28/09/2019;8;Liquida;0;11613;0;982,8;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;28/09/2019;9;Liquida;0;11827,2;0;1020,6;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;28/09/2019;10;Liquida;0;11932,2;0;1129,8;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;28/09/2019;11;Liquida;0;12112,8;0;1188,6;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;28/09/2019;12;Liquida;0;12180;0;1176;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;28/09/2019;13;Liquida;0;12112,8;0;1192,8;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;28/09/2019;14;Liquida;0;12100,2;0;1167,6;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;28/09/2019;15;Liquida;0;12075;0;1188,6;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;28/09/2019;16;Liquida;0;11949;0;1050;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;28/09/2019;17;Liquida;0;11894,4;0;1008;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;28/09/2019;18;Liquida;0;12188,4;0;1150,8;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;28/09/2019;19;Liquida;0;12633,6;0;1461,6;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;28/09/2019;20;Liquida;0;12579;0;1453,2;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;28/09/2019;21;Liquida;0;12537;0;1465,8;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;28/09/2019;22;Liquida;0;12264;0;1331,4;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;28/09/2019;23;Liquida;0;11911,2;0;1125,6;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;28/09/2019;24;Liquida;0;11617,2;0;1041,6;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;29/09/2019;1;Liquida;0;11440,8;0;961,8;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;29/09/2019;2;Liquida;0;11285,4;0;919,8;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;29/09/2019;3;Liquida;0;10705,8;0;491,4;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;29/09/2019;4;Liquida;0;10840,2;0;571,2;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;29/09/2019;5;Liquida;0;11004;0;667,8;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;29/09/2019;6;Liquida;0;11293,8;0;756;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;29/09/2019;7;Liquida;0;11067;0;621,6;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;29/09/2019;8;Liquida;0;10974,6;0;558,6;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;29/09/2019;9;Liquida;0;11012,4;0;588;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;29/09/2019;10;Liquida;0;11172;0;613,2;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;29/09/2019;11;Liquida;0;11092,2;0;537,6;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;29/09/2019;12;Liquida;0;11130;0;579,6;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;29/09/2019;13;Liquida;0;11205,6;0;625,8;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;29/09/2019;14;Liquida;0;11205,6;0;625,8;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;29/09/2019;15;Liquida;0;11205,6;0;655,2;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;29/09/2019;16;Liquida;0;11167,8;0;646,8;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;29/09/2019;17;Liquida;0;12264;0;1285,2;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;29/09/2019;18;Liquida;0;12642;0;1491;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;29/09/2019;19;Liquida;0;12180;0;1159,2;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;29/09/2019;20;Liquida;0;12238,8;0;1197;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;29/09/2019;21;Liquida;0;12251,4;0;1184,4;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;29/09/2019;22;Liquida;0;12083,4;0;1104,6;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;29/09/2019;23;Liquida;0;11726,4;0;995,4;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;29/09/2019;24;Liquida;0;11440,8;0;882;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;30/09/2019;1;Liquida;0;11323,2;0;810,6;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;30/09/2019;2;Liquida;0;11046;0;651;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;30/09/2019;3;Liquida;0;11037,6;0;697,2;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;30/09/2019;4;Liquida;0;11113,2;0;751,8;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;30/09/2019;5;Liquida;0;11251,8;0;827,4;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;30/09/2019;6;Liquida;0;11335,8;0;844,2;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;30/09/2019;7;Liquida;0;11163,6;0;760,2;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;30/09/2019;8;Liquida;0;11529;0;886,2;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;30/09/2019;9;Liquida;0;11986,8;0;1062,6;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;30/09/2019;10;Liquida;0;12150,6;0;1121,4;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;30/09/2019;11;Liquida;0;12297,6;0;1188,6;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;30/09/2019;12;Liquida;0;12423,6;0;1243,2;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;30/09/2019;13;Liquida;0;12520,2;0;1222,2;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;30/09/2019;14;Liquida;0;13045,2;0;1524,6;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;30/09/2019;15;Liquida;0;13603,8;0;1877,4;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;30/09/2019;16;Liquida;0;13473,6;0;1835,4;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;30/09/2019;17;Liquida;0;13217,4;0;1759,8;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;30/09/2019;18;Liquida;0;13293;0;1789,2;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;30/09/2019;19;Liquida;0;13561,8;0;1932;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;30/09/2019;20;Liquida;0;13322,4;0;1827;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;30/09/2019;21;Liquida;0;13305,6;0;1839,6;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;30/09/2019;22;Liquida;0;12931,8;0;1650,6;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;30/09/2019;23;Liquida;0;12562,2;0;1537,2;0;Hora Completa Consistente;Consistido
RJAEG-TR1--01;30/09/2019;24;Liquida;0;12209,4;0;1302;0;Hora Completa Consistente;Consistido
RJAEG-TR2--02;01/09/2019;1;Liquida;0;0;0;0;0;Hora Completa Consistente;Consistido
RJAEG-TR2--02;01/09/2019;2;Liquida;0;0;0;0;0;Hora Completa Consistente;Consistido
RJAEG-TR2--02;01/09/2019;3;Liquida;0;0;0;0;0;Hora Completa Consistente;Consistido
RJAEG-TR2--02;01/09/2019;4;Liquida;0;0;0;0;0;Hora Completa Consistente;Consistido
RJAEG-TR2--02;01/09/2019;5;Liquida;0;0;0;0;0;Hora Completa Consistente;Consistido
RJAEG-TR2--02;01/09/2019;6;Liquida;0;0;0;0;0;Hora Completa Consistente;Consistido
RJAEG-TR2--02;01/09/2019;7;Liquida;0;0;0;0;0;Hora Completa Consistente;Consistido
RJAEG-TR2--02;01/09/2019;8;Liquida;0;0;0;0;0;Hora Completa Consistente;Consistido
RJAEG-TR2--02;01/09/2019;9;Liquida;0;0;0;0;0;Hora Completa Consistente;Consistido
RJAEG-TR2--02;01/09/2019;10;Liquida;0;0;0;0;0;Hora Completa Consistente;Consistido
RJAEG-TR2--02;01/09/2019;11;Liquida;0;0;0;0;0;Hora Completa Consistente;Consistido
RJAEG-TR2--02;01/09/2019;12;Liquida;0;0;0;0;0;Hora Completa Consistente;Consistido
RJAEG-TR2--02;01/09/2019;13;Liquida;0;0;0;0;0;Hora Completa Consistente;Consistido
RJAEG-TR2--02;01/09/2019;14;Liquida;0;0;0;0;0;Hora Completa Consistente;Consistido
RJAEG-TR2--02;01/09/2019;15;Liquida;0;0;0;0;0;Hora Completa Consistente;Consistido
RJAEG-TR2--02;01/09/2019;16;Liquida;0;0;0;0;0;Hora Completa Consistente;Consistido
